Customer Id,Account Number,First Name,Last Name,DOB,PAN Card,Contact,Employment Info,Relationship Status
2846,36714592,Marissa,Brown,19-04-1979,C1X76JSUQJ,9.17812E+11,Active,Single
8456,95042390,Bradley,Bailey,03-03-1979,QD07E91G59,9.19411E+11,Closed,Married
9669,56256005,Nicholas,Walker,29-03-2000,AJFBJQAUZO,9.1896E+11,Active,Single
5360,63728285,Ashlee,Roman,12-10-1959,NJY1T3FR84,9.19647E+11,Active,Single
8394,34350318,Tonya,Palmer,25-01-1964,OZ0QN06MYM,9.16379E+11,Active,Married
3345,68136161,Donna,Thompson,27-04-1963,S7MTPX5DYE,9.1754E+11,Active,Married
4411,10043082,Kevin,Travis,19-10-1968,N2Y11NC37Z,9.187E+11,Active,Married
6169,24516163,Denise,Miller,28-05-1957,BJQVUEEIRU,9.19925E+11,Active,Married
7076,98206873,Annette,Murphy,27-12-1960,NPH4WXCQ1M,9.16834E+11,Active,Married
5081,76387017,Steven,Brown,10-12-1998,OJAH5F9GUL,9.17635E+11,Active,Married
3091,30934239,Eric,Avila,15-12-1954,HQ4PE6HI5K,9.16127E+11,Closed,Married
4501,58463041,Sharon,Robbins,12-05-1974,RENRC3I9KD,9.16162E+11,Active,Single
7639,36792751,Heather,Delgado,10-11-1990,WYIS33H2IN,9.18061E+11,Active,Single
2247,69877702,Kayla,Baker,29-10-1955,DYW9KY63J1,9.18306E+11,Active,Married
5334,16449763,Aaron,Martin,29-12-1954,14MCYJQH1C,9.19806E+11,Closed,Single
4932,78593682,Jessica,Lara,11-10-1956,RCFC86BZZF,9.17156E+11,Closed,Single
2244,91081441,Lisa,Dyer,12-02-1964,93F4FQ5QVY,9.16528E+11,Closed,Single
4926,55676799,Mitchell,Morris,14-10-1954,I3RR7E5LSS,9.19051E+11,Closed,Single
3323,51235551,Kim,Martinez,27-02-1983,WQM7PI8WJF,9.16818E+11,Closed,Single
3222,40131532,Kimberly,Vasquez,29-11-1959,JW6M4PCSWR,9.18127E+11,Active,Single
3841,80571834,Jimmy,Stewart,04-08-1976,37YZCEWAWR,9.19737E+11,Closed,Married
7895,78141344,Angela,Le,14-02-1975,1SV51PYJHB,9.18909E+11,Active,Married
9354,30843667,Benjamin,Hill,21-11-1990,DII3WFB4S8,9.18881E+11,Closed,Married
5487,23279966,Sarah,Sherman,07-03-1969,TWLVRAUA50,9.17295E+11,Closed,Married
4115,76875691,Thomas,Rodriguez,12-11-1952,HAOLOSWXXS,9.18247E+11,Closed,Married
5043,22336856,Pamela,Reid,03-04-1959,OTRYSC0V8O,9.19105E+11,Active,Single
3300,70584477,Meredith,Taylor,01-08-1971,YMUT0VVPU3,9.19849E+11,Closed,Married
4691,66136421,Dennis,Morales,09-03-1996,3XPNUK1N5O,9.18373E+11,Closed,Married
5681,54489418,Robert,Berger,19-09-1954,FL9CR1O9BX,9.16357E+11,Active,Married
6539,11506239,Kenneth,Stanton,17-06-1971,JJ7HOX4N6U,9.19022E+11,Closed,Married
4196,59945150,Jason,Cook,26-10-1967,37I5SWAFSF,9.16994E+11,Closed,Single
6340,47328259,Jessica,Page,28-08-1956,LQUSUV7EE8,9.18895E+11,Closed,Married
6460,14231528,Nicholas,Stuart,24-12-1963,HAJ11W7U5M,9.19984E+11,Active,Married
1744,80410968,Tami,Cohen,20-12-1985,GZXIJEBIJX,9.16352E+11,Active,Single
3770,62855941,Alyssa,Ross,13-05-1996,WYL5HNWB8A,9.17396E+11,Closed,Single
9834,16214000,Thomas,Francis,22-05-2003,YB5HOGLIV4,9.17507E+11,Closed,Married
1139,20317537,Diana,Benson,18-12-1990,3Q2RES5V6K,9.16162E+11,Closed,Married
3017,61670826,Shannon,Johns,13-11-1955,TEW6R2UIKD,9.19113E+11,Active,Married
3879,74697238,Dan,Hall,14-07-1967,P3WXH16L0L,9.19444E+11,Active,Married
7059,18573272,George,Nelson,09-02-1992,X1J7JU1TLU,9.19319E+11,Closed,Single
3549,58491895,Jasmine,Morris,11-08-1974,ENDCPPV5IA,9.18485E+11,Closed,Married
3871,21152093,Rachel,Washington,11-07-1966,183CEFGGK6,9.18283E+11,Active,Single
6491,14287953,Patricia,Meadows,23-03-1967,6UG1FXWNID,9.17961E+11,Active,Married
1575,32755786,Kelly,Taylor,03-06-1961,XQA41PVKFP,9.16873E+11,Active,Single
6799,66420377,Jacob,Henry,02-06-1975,1W14YVFZ42,9.1625E+11,Closed,Married
1865,98570994,Anthony,Wolfe,30-07-1999,TCEMJTC5CU,9.18898E+11,Closed,Single
9539,40309777,Jeffrey,Caldwell,22-03-1988,WELRBDEXJ3,9.17331E+11,Closed,Married
3360,59102192,Amy,Turner,11-08-1988,FVKL1PIW9H,9.19922E+11,Active,Single
4215,81792427,Madison,Harding,08-07-1974,3AV5JZKM5P,9.17726E+11,Active,Married
5742,69693894,Nicholas,Carter,19-06-1979,ZULRS9S81C,9.18877E+11,Closed,Married
9563,84689460,Adrian,Fleming,18-08-1955,H2L0TM21CI,9.16391E+11,Active,Married
2883,19258572,Michelle,Lam,20-04-1961,F0ZSD9U9PR,9.19487E+11,Closed,Single
2808,35801519,Dean,Brown,27-04-1957,NIPM26LZ5C,9.16034E+11,Closed,Married
6492,36810713,Crystal,Mclean,29-07-2001,4DDUKFDGAB,9.16641E+11,Closed,Single
3224,57450607,Ricky,Jimenez,01-09-1963,CTTIMLK16Y,9.19204E+11,Active,Single
6096,77359256,Devon,Allen,30-03-1971,O84EHPTUR8,9.16568E+11,Closed,Single
9953,10087513,Jessica,Woodward,14-10-1963,FS3T31XKJJ,9.17968E+11,Active,Single
9693,79063842,Lisa,Baker,13-05-1983,I1KYP536EE,9.19729E+11,Active,Married
2952,93238321,Lauren,Smith,30-12-1973,1KR8A95E1P,9.16331E+11,Closed,Married
9279,30751692,Theresa,Stout,01-09-2002,PR4FED3WKX,9.19658E+11,Closed,Single
3599,40032605,Megan,Manning,31-07-1990,YJ3RTCE00A,9.17099E+11,Active,Single
9183,65365796,Eric,Reed,17-02-1996,QG4KIAGFHQ,9.18801E+11,Closed,Single
9280,17582867,Savannah,Wolf,10-04-2000,PDNEMHI71N,9.18597E+11,Active,Single
7245,81140018,Sarah,Farrell,02-11-1955,3D9LTIG4IO,9.17979E+11,Active,Single
6034,31434931,Jessica,Moran,12-11-1975,8DBO9J0MK1,9.1772E+11,Active,Married
5486,58245704,Brandi,Carey,15-02-1960,X2XS67YMYY,9.16879E+11,Active,Married
2621,82952102,John,Martin,03-12-2003,ZS03F181B6,9.16022E+11,Closed,Married
7633,81600534,Nicholas,Sullivan,23-05-1985,NPE3WTV4L1,9.16064E+11,Closed,Single
8596,44753868,Charles,Bird,22-06-1960,L6GJHT70CY,9.16801E+11,Active,Married
7497,70906070,Dale,Reyes,25-11-1966,ZKW6HEH2VE,9.17201E+11,Active,Married
