customerId,account_No,firstName,lastName,dob,panNumber,contactNo,employmentStatus,relationshipStatus,email,transactionId,amount,transactionType,transactionDate,KYC_date,defence_background,okToCall,criminalRecord,feedbackDate,feedback,feedbackRating
438680,4.87E+11,Gaye,VonRueden,2015-09-04,3T9C4G8374,1203796930,closed,married,kris.hammes@gmail.com,6926974598,974.99,debit,2015-09-04,2015-09-04,TRUE,TRUE,FALSE,2015-09-04,Architecto autem quis in ut sunt dolorum.,3
544053,5.96E+11,Sandy,Beatty,2014-09-04,Q68T0GA9CR,4617663509,closed,single,stefania.murazik@gmail.com,8145786298,745.47,debit,2014-09-04,2016-09-04,TRUE,TRUE,TRUE,2014-09-04,Provident necessitatibus doloremque molestias pariatur ab sit voluptatum.,3
566254,4.54E+11,Bette,Armstrong,2020-09-04,1E3G40L061,4991137302,active,married,damon.gleason@hotmail.com,8747770353,374.45,credit,2020-09-04,2018-09-04,FALSE,TRUE,TRUE,2020-09-04,Dolor nostrum eius ipsam harum dolore.,3
610236,9.48E+11,Carmelo,Hintz,2021-09-04,22673287F2,4047843558,active,single,january.grant@yahoo.com,6797494176,247.29,credit,2021-09-04,2018-09-04,TRUE,FALSE,FALSE,2021-09-04,Possimus autem est aut non a voluptate quis.,1
612473,5.11E+11,Nicholle,Kerluke,2022-09-04,T52H56J095,2543270611,closed,single,heidi.wiza@yahoo.com,2738378352,146.64,credit,2022-09-04,2014-09-04,TRUE,FALSE,FALSE,2022-09-04,Praesentium quidem aut voluptatum et dolorum.,4
621898,1885841763,Meredith,Nicolas,2016-09-04,Z1337DKAN1,9146376397,closed,single,kamala.schumm@hotmail.com,4133180987,877.47,debit,2016-09-04,2021-09-04,FALSE,TRUE,TRUE,2016-09-04,Iste explicabo eum ut odit.,4
643845,1.61E+11,Cythia,Feil,2020-09-04,612WD79B20,3182618223,closed,married,maria.gutmann@yahoo.com,1288835406,236.7,credit,2020-09-04,2017-09-04,FALSE,TRUE,FALSE,2020-09-04,Necessitatibus cupiditate iste voluptatum ut expedita ut ea.,4
662036,7.65E+11,Esther,Nicolas,2015-09-04,IN6HC2FT7O,9911403445,closed,married,rea.keebler@yahoo.com,7101357208,13.06,credit,2015-09-04,2021-09-04,FALSE,TRUE,FALSE,2015-09-04,Quia aut doloribus.,4
673730,41315525928,Burl,Reynolds,2017-09-04,JG2J5S2XDQ,3593367510,closed,married,corey.stokes@gmail.com,4801768798,183.28,debit,2017-09-04,2022-09-04,FALSE,FALSE,FALSE,2017-09-04,Illum quia tempore fugit dolor minima voluptates et.,1
673754,9.87E+11,Eloy,Tillman,2021-09-04,SN2US3726T,3766918129,active,single,clay.weber@hotmail.com,8444345887,417.73,credit,2021-09-04,2015-09-04,TRUE,FALSE,TRUE,2021-09-04,Aliquam velit error voluptas.,4
685475,1.76E+11,Chu,Wilderman,2017-09-04,R1F11N3F67,8208113227,closed,married,darrel.kling@hotmail.com,5121655840,615.33,credit,2017-09-04,2016-09-04,FALSE,FALSE,TRUE,2017-09-04,Veniam quo et eveniet nam.,1
826743,6.85E+11,Leandro,Bins,2021-09-04,EWOCF3L6BW,8046902118,active,single,erin.weimann@hotmail.com,1378577343,390.38,debit,2021-09-04,2021-09-04,TRUE,TRUE,TRUE,2021-09-04,Ipsum optio rerum occaecati natus et.,4
866452,6.07E+11,Mark,Klocko,2020-09-04,364GI525D8,3341988997,active,married,jill.grady@gmail.com,1528162507,226.07,debit,2020-09-04,2019-09-04,FALSE,TRUE,FALSE,2020-09-04,Et nemo provident exercitationem laudantium cupiditate fugiat.,2
917237,5.34E+11,Aurora,Deckow,2020-09-04,A65U9N3CPZ,3363846643,active,married,palmira.stamm@yahoo.com,5286012665,772.93,debit,2020-09-04,2014-09-04,TRUE,FALSE,TRUE,2020-09-04,Itaque assumenda blanditiis.,4
965953,2.57E+11,Hyman,Jacobson,2019-09-04,GF3342FK59,9722504412,active,married,margurite.metz@hotmail.com,4274501487,656.24,debit,2019-09-04,2014-09-04,FALSE,FALSE,FALSE,2019-09-04,Quo autem voluptas.,3
