customerId,account_No,firstName,lastName,dob,panNumber,contactNo,employmentStatus,relationshipStatus,email,transactionId,amount,transactionType,transactionDate,KYC_date,defence_background,okToCall,criminalRecord,feedbackDate,feedback,feedbackRating
468402,4.67E+11,Page,Reinger,2020-09-04,,3031137266,active,married,,8062850234,167.19,credit,2020-09-04,2017-09-04,TRUE,FALSE,FALSE,2020-09-04,,4
610236,9.48E+11,Carmelo,Hintz,2021-09-04,22673287F2,4047843558,active,single,january.grant@yahoo.com,6797494176,247.29,credit,2021-09-04,2018-09-04,TRUE,FALSE,FALSE,2021-09-04,Possimus autem est aut non a voluptate quis.,1
500496,31580253067,Marcelino,Ward,2016-09-04,,1662357952,closed,single,ricardo.kunde@hotmail.com,2468472800,719.98,debit,2016-09-04,2018-09-04,FALSE,TRUE,FALSE,2016-09-04,,2
204879,6.01E+11,Patience,Heaney,2015-09-04,,,closed,single,,2731264451,527.36,credit,2015-09-04,2014-09-04,FALSE,TRUE,FALSE,2015-09-04,,4
903631,4.10E+11,Ignacia,Fisher,2018-09-04,,1866773736,active,single,,6000367260,806.3,credit,2018-09-04,2015-09-04,FALSE,FALSE,FALSE,2018-09-04,Sint est corrupti.,4
742699,5.94E+11,Lino,Hirthe,2019-09-04,33PKP2RY3D,,closed,single,,7405431653,742.36,credit,2019-09-04,2018-09-04,TRUE,FALSE,TRUE,2019-09-04,Doloremque ratione magnam a et laborum sapiente ut.,1
519864,5.87E+11,Brent,Russel,2020-09-04,,,active,single,,81189910,650.88,debit,2020-09-04,2016-09-04,TRUE,FALSE,FALSE,2020-09-04,Ea sed quo.,2
23904,73653848388,Alesha,Streich,2014-09-04,UEXTYHJ969,9002974467,active,single,meg.johns@gmail.com,3152823512,332,credit,2014-09-04,2014-09-04,TRUE,TRUE,FALSE,2014-09-04,,2
755542,5.07E+11,Marvin,Macejkovic,2017-09-04,MXM841U4GS,6382546041,active,married,,8445499400,946.81,credit,2017-09-04,2015-09-04,FALSE,TRUE,TRUE,2017-09-04,Et quis cupiditate quia.,2
510210,9.84E+11,Elmer,Franecki,2022-09-04,,5786869940,closed,married,,4338406483,405.85,credit,2022-09-04,2021-09-04,TRUE,FALSE,FALSE,2022-09-04,,4
296787,1.07E+11,Laurie,Kirlin,2019-09-04,XID59SHS69,,active,single,,9940451116,8.45,debit,2019-09-04,2014-09-04,TRUE,FALSE,TRUE,2019-09-04,Repudiandae ut quis et omnis quam mollitia vel.,3
776563,5.23E+11,Ladawn,Graham,2016-09-04,312U0R6HWT,7368758635,active,married,,3466573620,564.78,debit,2016-09-04,2020-09-04,FALSE,FALSE,FALSE,2016-09-04,Sit qui ea aut sit.,4
53258,4.62E+11,Granville,Dibbert,2014-09-04,,4041627704,active,married,christoper.feil@yahoo.com,1053573488,616.84,credit,2014-09-04,2014-09-04,TRUE,TRUE,FALSE,2014-09-04,,3
870458,3.67E+11,Maris,Breitenberg,2019-09-04,8CH2ZTMM6Q,5234858548,active,single,cleora.grant@gmail.com,602203156,337.34,debit,2019-09-04,2019-09-04,FALSE,FALSE,TRUE,2019-09-04,,4
840457,6.85E+11,Pilar,Heathcote,2014-09-04,,6893016799,active,married,mickie.johnston@hotmail.com,3205952670,655.12,credit,2014-09-04,2019-09-04,FALSE,TRUE,FALSE,2014-09-04,Qui ut voluptate excepturi qui repellendus quibusdam.,4
562666,8.34E+11,Brittani,Spinka,2015-09-04,20U7MV70F0,3356331925,active,single,,8887504014,387.58,credit,2015-09-04,2017-09-04,FALSE,TRUE,FALSE,2015-09-04,,3
319095,79124756713,Darline,Beahan,2018-09-04,PG40FA5101,,active,single,dalene.frami@hotmail.com,8425050453,522,debit,2018-09-04,2015-09-04,TRUE,TRUE,TRUE,2018-09-04,,3
676720,6.15E+11,Sherwood,Smitham,2019-09-04,2I7J57JG5M,4133271677,active,single,,7796047487,654.61,credit,2019-09-04,2021-09-04,TRUE,FALSE,TRUE,2019-09-04,,3
760062,3.59E+11,Claribel,Bayer,2020-09-04,88TA44Y100,,active,married,,2021741817,470.28,credit,2020-09-04,2014-09-04,FALSE,FALSE,TRUE,2020-09-04,,3
341800,41012055457,Eva,Marks,2015-09-04,7673Z66GL9,8282466555,closed,married,alease.wilkinson@yahoo.com,5890882799,172.47,debit,2015-09-04,2022-09-04,FALSE,FALSE,TRUE,2015-09-04,,2
52202,5.31E+11,Conchita,MacGyver,2017-09-04,,7801155772,closed,married,,5952712388,795.73,debit,2017-09-04,2014-09-04,TRUE,TRUE,FALSE,2017-09-04,At ducimus rerum.,4
154504,4.02E+11,Alphonso,Jacobi,2014-09-04,7RJK740P8J,,closed,married,,11666688,-208.17,debit,2014-09-04,2015-09-04,FALSE,TRUE,TRUE,2014-09-04,,1
546144,8.88E+11,Kittie,Witting,2020-09-04,4CJSDRLJ68,2685716992,active,single,,1670939724,956.88,credit,2020-09-04,2018-09-04,TRUE,FALSE,TRUE,2020-09-04,,2
766122,1.33E+11,Zackary,Ziemann,2021-09-04,,,closed,single,,4281906197,807.43,debit,2021-09-04,2015-09-04,FALSE,FALSE,TRUE,2021-09-04,Cum voluptates molestiae sint non.,4
432463,9.32E+11,Shizue,Cronin,2017-09-04,,3113089842,active,single,,6278721401,-171.7,credit,2017-09-04,2018-09-04,FALSE,TRUE,TRUE,2017-09-04,Accusantium earum est ratione esse quis sint.,2
51966,6.07E+11,Patrick,Jenkins,2014-09-04,PLBWHMLS42,,active,married,charise.rice@gmail.com,2793064448,869.5,debit,2014-09-04,2016-09-04,TRUE,FALSE,TRUE,2014-09-04,Quas nihil qui at officia eum asperiores.,2
938615,3.70E+11,Theo,Ruecker,2015-09-04,,5082458043,active,single,marcela.collins@yahoo.com,5756808733,906.7,debit,2015-09-04,2014-09-04,FALSE,FALSE,TRUE,2015-09-04,Accusantium ex minus corrupti.,2
109953,3.00E+11,Nada,Keeling,2016-09-04,U932AW3BF5,5664655079,closed,married,,7271020426,74.43,debit,2016-09-04,2015-09-04,FALSE,FALSE,TRUE,2016-09-04,,4
884861,8.68E+11,Dallas,Donnelly,2014-09-04,3030Q390J6,1666876303,closed,single,,1870874474,966.1,debit,2014-09-04,2015-09-04,FALSE,FALSE,FALSE,2014-09-04,Sed voluptas esse error ipsam excepturi et.,3
830583,4.82E+11,Jermaine,Prosacco,2017-09-04,,6793332525,closed,single,,3419185852,372.48,credit,2017-09-04,2015-09-04,TRUE,TRUE,TRUE,2017-09-04,Similique consequuntur et expedita id eaque.,4
872176,2.86E+11,Mohammad,Bosco,2018-09-04,901P130NK0,8975800186,active,married,,6424324672,-185.93,debit,2018-09-04,2017-09-04,FALSE,FALSE,TRUE,2018-09-04,,3
866452,6.07E+11,Mark,Klocko,2020-09-04,364GI525D8,3341988997,active,married,jill.grady@gmail.com,1528162507,226.07,debit,2020-09-04,2019-09-04,FALSE,TRUE,FALSE,2020-09-04,Et nemo provident exercitationem laudantium cupiditate fugiat.,2
16271,9.16E+11,Shona,Fritsch,2022-09-04,,2968091566,active,single,isela.hermann@hotmail.com,5660418136,104.62,debit,2022-09-04,2016-09-04,TRUE,TRUE,TRUE,2022-09-04,Iste praesentium molestiae minus totam totam distinctio eligendi.,3
994862,1.29E+11,Dallas,Lesch,2017-09-04,,,closed,single,oswaldo.bahringer@hotmail.com,5865572084,864.15,credit,2017-09-04,2016-09-04,FALSE,TRUE,FALSE,2017-09-04,Aperiam quia et.,3
580454,7.27E+11,Sterling,Crona,2015-09-04,AHXY1S4G36,7441005607,active,married,mia.frami@gmail.com,106453410,224.5,credit,2015-09-04,2021-09-04,FALSE,TRUE,TRUE,2015-09-04,,3
148853,7.72E+11,Allen,Funk,2021-09-04,,9745382571,closed,single,,415727163,172.01,credit,2021-09-04,2020-09-04,TRUE,FALSE,TRUE,2021-09-04,Quam in maxime aut ex.,3
863447,6.74E+11,Gerry,Altenwerth,2018-09-04,93157448OO,,closed,married,nickolas.walter@yahoo.com,6926917634,906.11,debit,2018-09-04,2019-09-04,TRUE,FALSE,FALSE,2018-09-04,Rem quas cumque quaerat consequatur inventore rerum quaerat.,3
563041,5.77E+11,Enrique,Altenwerth,2017-09-04,,8109217272,closed,married,,7678657814,107.36,credit,2017-09-04,2016-09-04,FALSE,TRUE,TRUE,2017-09-04,Veritatis ut fugit corporis maxime expedita fugiat.,4
254134,3.46E+11,Arnulfo,Dach,2022-09-04,,8522007618,active,married,paul.cummings@gmail.com,8475640667,505.55,credit,2022-09-04,2015-09-04,TRUE,FALSE,TRUE,2022-09-04,,3
913919,1.75E+11,Alphonse,Friesen,2014-09-04,85F187753M,,closed,married,,8108041277,705.32,credit,2014-09-04,2019-09-04,FALSE,FALSE,FALSE,2014-09-04,Ut perferendis dicta asperiores ad dolorum.,1
160868,9.60E+11,Vicente,Witting,2019-09-04,,6753554363,closed,married,,1051141468,133.37,debit,2019-09-04,2014-09-04,FALSE,FALSE,TRUE,2019-09-04,Odio excepturi quam beatae.,2
315935,5.30E+11,Pandora,Stokes,2018-09-04,36KV031L9N,4162672814,active,single,,5057299250,214.22,credit,2018-09-04,2014-09-04,FALSE,FALSE,FALSE,2018-09-04,Laudantium voluptas non aliquid et assumenda.,2
2652,6.05E+11,Keva,Cruickshank,2021-09-04,,,active,single,,8919303070,73.04,debit,2021-09-04,2021-09-04,TRUE,TRUE,TRUE,2021-09-04,,4
378610,6.55E+11,Hans,Beahan,2018-09-04,,,closed,single,milton.fisher@gmail.com,1166830058,125.77,debit,2018-09-04,2020-09-04,TRUE,FALSE,TRUE,2018-09-04,,4
210918,5.11E+11,Christene,Smitham,2021-09-04,,,closed,single,,8904421512,3.25,debit,2021-09-04,2014-09-04,TRUE,TRUE,TRUE,2021-09-04,Voluptas voluptas sunt sed voluptatem possimus et.,4
120002,9.41E+11,Aurelia,Fritsch,2018-09-04,3561827IN7,,closed,married,,645325721,958.28,credit,2018-09-04,2020-09-04,FALSE,FALSE,FALSE,2018-09-04,Id consequatur eos ex voluptate odit vero.,2
843682,3.95E+11,Lauren,Runolfsson,2014-09-04,GT5HY03452,,closed,single,,7823925870,264.68,credit,2014-09-04,2018-09-04,TRUE,FALSE,TRUE,2014-09-04,Iste delectus cumque qui nam.,2
264532,4.23E+11,Fiona,Feest,2018-09-04,,6355819628,active,married,,6040057600,187.59,credit,2018-09-04,2015-09-04,FALSE,FALSE,FALSE,2018-09-04,Ad in vel voluptatem architecto.,2
410824,5.29E+11,Domingo,Weber,2019-09-04,,7051491035,active,single,alvaro.lowe@hotmail.com,7777568516,155.78,debit,2019-09-04,2019-09-04,FALSE,TRUE,TRUE,2019-09-04,,2
474266,8.54E+11,Heriberto,Donnelly,2014-09-04,4A2RU5E7W5,9529167406,closed,single,jeff.mann@yahoo.com,7217661147,217.44,debit,2014-09-04,2022-09-04,FALSE,TRUE,FALSE,2014-09-04,,3
348608,4.82E+11,Joeann,Kautzer,2021-09-04,QL54AFZ2QL,,active,single,leroy.braun@yahoo.com,6417406342,921.66,credit,2021-09-04,2020-09-04,FALSE,TRUE,FALSE,2021-09-04,,3
241321,3.74E+11,Shane,Mosciski,2020-09-04,39CI5V45QR,7026587509,closed,single,,1864072169,452.03,debit,2020-09-04,2014-09-04,TRUE,FALSE,TRUE,2020-09-04,,2
195864,5.02E+11,Mikki,Fay,2015-09-04,,,active,married,enda.johnston@hotmail.com,48908911,33.61,debit,2015-09-04,2021-09-04,FALSE,FALSE,FALSE,2015-09-04,Culpa omnis vel.,3
265207,9.58E+11,Giuseppe,Friesen,2019-09-04,,,active,single,,7751583763,255.2,debit,2019-09-04,2018-09-04,TRUE,FALSE,FALSE,2019-09-04,Sunt illum necessitatibus accusamus eveniet voluptas tenetur consequuntur.,4
181188,9.32E+11,Cheyenne,Labadie,2016-09-04,00017PZJ5P,,active,single,noah.raynor@gmail.com,2863666865,732.19,credit,2016-09-04,2016-09-04,TRUE,TRUE,TRUE,2016-09-04,Ut repudiandae beatae quia quidem et sint nemo.,3
672862,2.37E+11,Jame,Hintz,2021-09-04,,,active,married,titus.ortiz@hotmail.com,6388155971,818.45,credit,2021-09-04,2017-09-04,TRUE,TRUE,FALSE,2021-09-04,,3
324121,6.55E+11,Irving,Block,2015-09-04,0X40SQ8DW4,,closed,single,dusty.kuhn@yahoo.com,5051618807,133.34,credit,2015-09-04,2017-09-04,FALSE,FALSE,TRUE,2015-09-04,,3
37197,5.27E+11,Linwood,Shanahan,2016-09-04,,,active,single,,8792471941,338.38,debit,2016-09-04,2020-09-04,TRUE,FALSE,FALSE,2016-09-04,,4
836030,5.55E+11,Fabiola,Streich,2017-09-04,TYZ0QIZOCT,,active,married,,1482500490,171.62,credit,2017-09-04,2020-09-04,TRUE,TRUE,FALSE,2017-09-04,,4
256766,7.02E+11,Cleta,Hane,2022-09-04,,,closed,married,gracia.shields@gmail.com,7408815933,844.96,debit,2022-09-04,2020-09-04,FALSE,TRUE,FALSE,2022-09-04,Rerum impedit et velit beatae harum assumenda eaque.,3
360569,5.18E+11,Emil,Nitzsche,2022-09-04,,9639067027,active,single,,8351206441,154.78,debit,2022-09-04,2015-09-04,FALSE,TRUE,TRUE,2022-09-04,,2
501527,8.01E+11,Anh,Ankunding,2014-09-04,PV1T96XO35,3847193906,closed,single,,7593166835,278.57,credit,2014-09-04,2021-09-04,FALSE,TRUE,FALSE,2014-09-04,Qui officia mollitia qui.,3
177358,5.66E+11,Alvin,Yundt,2016-09-04,,,closed,married,evia.mante@yahoo.com,4312677292,413,debit,2016-09-04,2015-09-04,TRUE,TRUE,TRUE,2016-09-04,,4
111944,8.89E+11,Vernie,Corkery,2018-09-04,ZRJY3914VV,,closed,married,rufina.buckridge@gmail.com,6951434323,840.61,debit,2018-09-04,2015-09-04,TRUE,FALSE,TRUE,2018-09-04,Aut omnis sit consequuntur similique.,4
126385,6.69E+11,Sebrina,Lehner,2016-09-04,95EY6B10K3,7285865901,active,married,,6863786814,769.69,debit,2016-09-04,2021-09-04,TRUE,TRUE,FALSE,2016-09-04,,4
544053,5.96E+11,Sandy,Beatty,2014-09-04,Q68T0GA9CR,4617663509,closed,single,stefania.murazik@gmail.com,8145786298,745.47,debit,2014-09-04,2016-09-04,TRUE,TRUE,TRUE,2014-09-04,Provident necessitatibus doloremque molestias pariatur ab sit voluptatum.,3
417338,3.74E+11,Delena,Walker,2017-09-04,,,active,married,,5126175186,211.28,debit,2017-09-04,2017-09-04,TRUE,FALSE,TRUE,2017-09-04,Ullam fugit unde recusandae unde.,2
721902,8.21E+11,Trenton,Mraz,2020-09-04,,8826381321,closed,single,,1501697273,282.94,debit,2020-09-04,2018-09-04,FALSE,FALSE,TRUE,2020-09-04,Nihil qui eveniet libero eos aliquid.,4
302701,7.03E+11,Alexandra,Reichert,2014-09-04,,,closed,married,vanna.rolfson@gmail.com,2341857985,214.63,credit,2014-09-04,2017-09-04,FALSE,FALSE,FALSE,2014-09-04,,2
880898,4.04E+11,Alan,Stoltenberg,2022-09-04,VJ141MPX32,,active,single,,4991369800,354.09,credit,2022-09-04,2014-09-04,FALSE,FALSE,TRUE,2022-09-04,,1
378363,1.38E+11,Hyacinth,Bogisich,2014-09-04,,,active,married,,6344570653,30.32,debit,2014-09-04,2020-09-04,TRUE,FALSE,FALSE,2014-09-04,Quis non mollitia architecto laborum nihil.,1
800930,1.77E+11,Shan,Cummerata,2019-09-04,,,closed,married,,2846390057,831.23,credit,2019-09-04,2021-09-04,TRUE,FALSE,TRUE,2019-09-04,,1
466413,4.51E+11,Coleman,Boehm,2014-09-04,YDPMQNFCZ3,,active,married,,6980082435,247.41,debit,2014-09-04,2016-09-04,TRUE,FALSE,TRUE,2014-09-04,Assumenda reiciendis placeat aperiam ratione minus tenetur.,4
94050,4.70E+11,Bev,Murazik,2019-09-04,,7057497678,active,single,bret.turcotte@yahoo.com,6622730593,778.33,debit,2019-09-04,2021-09-04,TRUE,TRUE,FALSE,2019-09-04,,4
658357,4.78E+11,Ginette,Swift,2014-09-04,FBR189N47L,,active,married,,7434789746,274.05,debit,2014-09-04,2021-09-04,FALSE,FALSE,FALSE,2014-09-04,Sunt optio molestias rerum corporis facere.,4
544230,2.36E+11,Jerrold,Toy,2015-09-04,,2350831618,active,married,macie.mckenzie@gmail.com,8084507078,114.58,debit,2015-09-04,2018-09-04,FALSE,TRUE,TRUE,2015-09-04,,2
191822,3.22E+11,Tona,Legros,2020-09-04,1911Y6EN5F,1297374853,closed,single,,3626502704,553.73,credit,2020-09-04,2015-09-04,FALSE,FALSE,TRUE,2020-09-04,,2
183524,7.81E+11,Julianne,Kuvalis,2022-09-04,,,active,single,,3336161431,309.05,debit,2022-09-04,2021-09-04,TRUE,TRUE,TRUE,2022-09-04,,4
867758,3.81E+11,Lesley,Steuber,2015-09-04,0RY270Y3G9,,closed,single,,7603756705,364.62,credit,2015-09-04,2017-09-04,TRUE,FALSE,TRUE,2015-09-04,Minus voluptatem illum sed eum non ut.,4
149823,7.47E+11,Rebbeca,Nicolas,2019-09-04,18360S4PY0,,active,single,brain.franecki@yahoo.com,7518324700,696.71,debit,2019-09-04,2021-09-04,FALSE,FALSE,TRUE,2019-09-04,,1
206035,1.37E+11,Mauricio,Predovic,2014-09-04,,6164319111,active,single,,4410241728,324.61,debit,2014-09-04,2019-09-04,TRUE,TRUE,TRUE,2014-09-04,Atque assumenda consequuntur vel autem incidunt qui qui.,4
664659,2.14E+11,Nickolas,Kessler,2021-09-04,A29U17343U,,closed,single,,5624523976,143.4,credit,2021-09-04,2021-09-04,TRUE,FALSE,FALSE,2021-09-04,Incidunt ipsum officiis culpa tempora quibusdam.,4
874304,66728777330,Birdie,Nitzsche,2021-09-04,K7TY1HU7R8,,closed,single,kandi.skiles@yahoo.com,7201110287,331.15,debit,2021-09-04,2019-09-04,TRUE,TRUE,TRUE,2021-09-04,,2
821108,2.85E+11,January,Will,2016-09-04,,1947410111,active,single,,9210014872,181.49,credit,2016-09-04,2015-09-04,FALSE,TRUE,FALSE,2016-09-04,Asperiores est qui harum.,3
695526,6.21E+11,Bernie,Cruickshank,2017-09-04,CX5HNQ1544,1460702200,closed,single,,3811006116,56.74,credit,2017-09-04,2021-09-04,TRUE,TRUE,FALSE,2017-09-04,,4
137204,3.72E+11,Kim,Beatty,2014-09-04,,,closed,married,maurice.kris@yahoo.com,7463667584,3.94,debit,2014-09-04,2017-09-04,FALSE,TRUE,FALSE,2014-09-04,Aliquid nam et rerum qui sint.,3
238140,7.30E+11,Domenica,Weber,2015-09-04,691H2X7FVN,,active,married,,4750841746,977.27,debit,2015-09-04,2015-09-04,TRUE,FALSE,FALSE,2015-09-04,Molestiae ipsam esse enim dolor nobis eos sequi.,4
